As,Cd,Cr,Cu,Fe,Mn,Ni,Pb,Zn,Hg,Co,Al,Se,Sb,Ba,V,sample_id,lat,long,HPI
76.589,78.287,73.149,54.233,42.531,37.616,30.123,72.753,8.642,78.573,82.011,82.616,47.961,33.372,10.405,51.17,Chhota udepur,22.30833333,74.01666667,70.1
2.301,3.357,5.636,0.454,0.313,3.528,0.698,5.018,5.383,6.284,2.878,1.64,5.327,4.093,3.923,3.867,Navapura,22.3125,72.9625,5
9.43,7.065,0.164,1.974,5.376,5.784,8.107,6.62,4.566,3.372,3.795,0.733,3.556,7.129,6.919,6.528,Moti matli,22.31666667,70.26388889,5
47.265,34.511,23.873,38.56,13.187,6.28,7.133,52.072,9.921,34.791,24.196,2.844,40.596,35.154,25.975,39.661,Kajuda,22.33333333,69.70833333,35.44
0.474,3.783,5.347,2.1,4.56,1.136,1.508,0.001,4.726,6.682,3.074,3.38,3.523,5.596,6.693,2.949,Sayapar,22.33527778,70.95888889,5
1.477,19.762,9.063,17.94,20.302,9.043,12.213,10.008,21.674,18.787,12.474,16.496,21.445,0.559,19.382,8.528,Kansari1,22.34166667,72.65,15.42
69.19,30.333,92.576,66.619,56.904,74.108,58.912,21.49,76.075,98.677,98.239,12.413,56.517,84.136,89.807,108.745,Pavi,22.34166667,73.83333333,76.61
12.568,11.79,39.281,107.96,91.648,83.669,125.583,74.32,51.413,30.836,143.561,64.851,0.473,107.683,80.729,86.302,Ras,22.34583333,72.83333333,39.9
57.167,18.102,13.779,14.374,75.593,14.571,14.988,77.286,27.222,61.217,23.58,76.597,13.171,63.193,0.857,62.115,Changa,22.35,70.04166667,49.99
2.892,8.463,4.208,10.185,21.914,17.778,22.489,19.146,0.44,2.81,13.919,3.557,13.779,22.513,21.369,15.518,Bhadran,22.35555556,72.89722222,8.05
68.172,56.297,44.508,17.922,39.062,51.571,66.247,15.197,62.122,3.174,71.392,2.041,63.181,1.209,3.1,16.833,Gamph,22.35833333,72.16666667,22.15
20.118,73.551,84.847,116.968,14.474,123.206,29.125,116.866,26.015,78.717,81.122,147.476,85.029,100.798,150.338,81.028,Mojap,22.36666667,68.98333333,78.57
7.764,24.626,45.186,14.157,45.747,34.108,32.219,30.943,39.034,41.99,19.485,29.494,42.501,13.371,15.985,47.913,Ranpur1,22.36666667,70.92916667,33.37
169.694,84.6,117.294,12.461,111.169,71.936,79.484,113.183,94.314,3.94,22.597,16.241,32.551,124.265,33.948,159.738,Ghamodi,22.36666667,74.075,50.79
0.413,7.992,6.661,5.385,0.976,4.653,5.399,1.174,3.612,4.488,2.257,5.753,4.665,7.164,5.343,3.559,Ferkuva,22.36666667,74.20833333,5
75.441,14.561,25.085,64.99,9.568,46.479,72.509,47.158,0.817,58.504,11.85,62.054,48.649,10.383,80.605,30.194,Jambughoda,22.36944444,73.725,45.06
10.429,12.251,19.493,2.57,4.818,0.286,3.986,3.09,7.206,0.049,11.977,9.045,18.075,6.529,17.735,15.049,Jambughoda1,22.37277778,73.72277778,5
5.066,3.718,1.587,5.839,10.082,12.246,5.752,4.243,11.687,13.826,0.891,12.166,4.415,14.522,3.934,5.972,Samrasar1,22.375,69.10416667,10.2
7.481,6.476,2.204,6.473,7.62,0.193,5.111,6.488,5.266,4.719,7.571,7.922,4.565,2.327,7.899,4.452,Dhandhuka1,22.375,71.98611111,5
11.756,19.132,33.997,30.288,17.443,35.297,11.352,10.944,13.045,26.845,16.829,19.721,2.027,1.409,2.415,13.32,Devalia,22.37777778,71.98611111,19.53
26.854,22.816,24.562,16.495,11.535,24.814,7.302,15.633,3.493,22.046,25.218,28.176,3.871,31.012,8.659,20.065,Dhandhalpur,22.37916667,71.35,21.74
62.62,28.288,29.265,47.391,1.054,83.319,6.854,76.999,49.11,73.265,67.712,50.233,50.503,15.374,79.263,77.875,Targhari,22.38333333,70.66666667,55.94
47.854,23.417,50.111,7.096,79.228,16.052,119.149,115.95,95.349,61.763,0.948,127.086,53.058,112.641,76.139,108.949,Anklav2,22.38333333,73.00833333,63.21
34.104,82.155,30.285,23.974,90.08,12.815,72.025,72.717,67.87,69.057,11.393,48.258,41.329,71.303,78.752,64.566,Asala,22.38333333,73.93333333,67.24
0.429,6.294,0.623,2.97,3.85,4.413,4.885,3.137,0.498,4.909,5.374,6.547,7.29,5.734,4.433,5.962,Moti khavdi,22.3875,69.86666667,5
38.483,70.909,47.423,31.674,64.99,66.347,20.326,7.716,1.206,30.71,53.087,61.81,0.786,18.402,55.906,55.849,Chisadia,22.4,74.13333333,34.7
0.231,7.913,3.787,4.445,4.597,13.897,17.026,1.138,6.347,13.537,14.643,1.541,2.866,2.253,13.763,5.068,Javan,22.40138889,73.685,9.45
5.506,6.731,8.729,6.055,1.971,7.436,2.714,15.928,1.059,5.709,7.214,9.781,4.21,8.408,1.023,14.076,Vijarkha,22.41666667,70.18333333,6.65
49.924,79.079,37.41,81.19,71.543,40.587,33.459,23.436,37.476,42.508,59.64,40.96,60.105,5.581,16.059,66.074,Bamanbor,22.41666667,71.04166667,45.42
19.548,14.26,2.264,14.498,24.309,21.183,4.004,22.293,8.667,6.591,5.114,16.077,8.67,19.774,18.769,1.792,Laxmipura,22.41666667,72.60833333,10.77
3.981,8.548,5.667,0.793,7.856,6.798,9.351,2.417,7.382,2.697,3.082,7.118,9.319,9.256,3.709,3.552,Moti Moladi,22.42083333,71.11027778,5
44.459,38.093,22.892,74.121,21.029,43.612,8.59,29.899,34.538,101.914,54.612,98.765,93.437,107.807,84.175,67.451,Dharmaj,22.42083333,72.79444444,80.17
4.038,4.517,0.694,6.359,5.902,0.614,4.699,4.713,3.96,6.285,4.087,1.776,0.608,2.988,1.476,6.19,Karamasiya,22.42083333,73.41944444,5
41.185,63.662,29.551,50.128,5.505,27.526,5.329,51.104,67.58,33.274,25.421,6.797,41.151,45.69,1.02,37.491,Shivrajpur,22.425,73.59166667,40.46
70.059,58.512,19.881,76.285,59.068,58.338,21.774,77.475,0.4,32.799,57.612,73.099,2.832,68.828,0.577,42.669,Aramda,22.43333333,69.04166667,43.68
93.834,61.48,7.238,50.648,35.881,86.177,14.078,20.531,26.599,99.067,92.951,71.501,12.519,106.083,41.129,3.173,Vanala,22.43333333,71.92083333,80.28
80.113,100.227,19.961,111.355,19.796,93.094,70.445,99.053,138.294,31.724,131.984,23.267,1.399,58.616,138.947,14.454,Bed1,22.4375,69.9,52.54
4.549,121.875,125.724,66.897,64.936,149.627,248.671,145.942,191.377,42.024,249.194,280.59,82.947,234.386,57.441,230.874,Bhalgam,22.44166667,71.08333333,92.01
221.54,161.495,32.588,134.492,28.183,192.504,143.072,103.717,46.229,24.646,35.062,131.909,41.531,106.972,172.323,51.978,Jojh,22.44166667,73.9625,75.93
2.886,4.843,9.902,3.064,6.849,6.2,7.954,10.514,4.989,3.283,7.102,11.194,10.456,7.145,4.275,10.997,Padadhari,22.44722222,70.60833333,5
207.439,53.5,79.331,79.022,208.876,127.507,167.339,172.785,127.688,65.729,207.069,127.905,200.71,5.007,11.423,95.425,Padadhari1,22.44722222,70.60833333,82.17
1.183,1.369,6.51,7.664,2.741,3.359,3.247,6.677,8.834,6.503,6.466,8.791,1.003,6.492,5.115,7.646,Gordhanpur,22.45,70.00138889,5
143.029,115.681,16.511,173.225,166.925,131.387,79.679,22.847,168.575,45.161,226.933,27.972,95.558,27.526,194.88,166.633,Movaiya,22.45,70.60833333,66.2
11.487,4.302,4.835,6.921,0.013,13.149,4.415,5.191,10.923,4.16,3.633,2.392,12.258,3.205,5.56,7.122,Sudamda,22.45416667,71.485,5
4.598,10.517,10.99,8.144,3.569,4.238,2.314,10.032,5.473,2.514,4.64,3.065,8.869,3.57,3.368,11.343,Jamnagar2,22.45833333,70.07916667,5
0.352,6.125,2.536,3.577,10.546,9.252,7.957,4.848,1.591,9.569,3.551,5.196,12.46,1.562,9.673,11.424,Khamta,22.475,70.55,7.44
64.01,64.42,60.461,7.221,17.384,36.333,15.696,64.948,68.935,52.551,4.285,28.55,39.026,15.881,59.181,20.146,Vadala,22.475,73.31666667,49.47
81.723,45.78,65.224,69.993,14.21,51.375,28.877,87.435,30.583,89.456,15.853,91.428,66.05,47.355,73.103,56.26,Adas_DW,22.47861111,73.03027778,72.85
45.351,63.982,27.452,45.797,54.787,51.607,27.84,42.944,43.633,38.56,34.497,48.884,77.885,63.628,45.153,64.959,Tundav,22.48333333,73.20277778,47.97
2.947,6.872,2.382,6.017,3.19,2.342,2.898,1.382,5.64,5.749,4.629,3.65,0.74,4.015,4.367,6.069,Pavagadh,22.4875,73.55555556,5
6.158,6.394,3.819,6.029,6.016,3.701,1.455,5.379,4.779,5.549,2.25,5.198,1.98,1.89,6.815,5.894,Dheduki,22.5,71.325,5
33.86,101.895,13.83,1.99,6.38,90.227,56.574,46.868,27.81,6.22,71.137,1.677,70.709,70.742,82.889,96.057,Neknam,22.50416667,70.69583333,39.2
15.67,13.952,20.197,20.93,19.348,6.474,21.802,2.455,6.572,5.92,24.144,4.164,21.721,17.463,11.094,0.693,Chhatar,22.50416667,70.75416667,10.3
13.834,49.052,65.491,70.37,65.344,62.044,48.628,36.194,51.818,17.719,27.202,45.224,67.127,55.343,7.869,64.947,Juna samalya,22.50416667,73.28333333,32.37
2.222,5.9,10.687,13.545,2.55,9.376,0.024,4.34,11.72,4.718,10.233,12.406,10.613,2.963,10.04,10.704,Timbi2,22.50833333,73.50833333,5
3.126,4.715,9.287,9.128,2.414,7.574,1.525,5.76,1.163,4.251,6.804,7.333,7.191,8.916,3.629,3.847,Tol,22.51083333,72.56666667,5
1.877,8.605,4.93,3.985,8.722,0.169,6.861,9.348,2.925,4.665,7.528,3.794,0.688,1.342,6.989,8.579,Kevadi,22.51666667,73.94166667,5
5.585,76.073,9.056,55.994,1.419,1.689,53.364,72.358,75.297,41.542,25.077,3.537,68.775,29.813,74.139,11.495,Jambuda,22.525,70.20416667,46.5
57.85,28.767,15.046,61.844,40.11,0.46,53.159,53.945,21.68,47.925,8.738,3.26,25.02,21.439,45.447,62.242,Falla,22.52916667,70.30833333,40.8
214.785,136.681,127.452,321.091,105.886,78.066,0.017,150.087,260.324,4.185,243.963,355.702,126.849,31.291,73.804,332.948,Bandhani,22.54166667,72.81666667,62.41
1.324,1.38,3.977,3.179,2.879,6.456,10.501,8.829,11.686,6.336,4.561,5.263,8.426,0.812,2.981,9.904,Tarkanda,22.54583333,73.52916667,5
94.471,59.237,7.693,7.603,23.908,16.461,69.658,71.388,82.041,53.419,41.989,50.171,65.025,66.814,54.343,30.391,Sindhavadar,22.55,70.89166667,58.71
34.796,36.763,0.951,12.248,23.126,23.177,24.68,35.186,26.68,51.092,11.685,19.137,50.476,4.544,14.013,46.786,Warod,22.55833333,71.65416667,40.31
32.761,156.741,60.136,42.449,151.475,50.89,23.134,146.212,111.458,68.182,71.422,67.128,130.722,23.018,11.754,85.838,Dhrol2,22.56666667,70.41666667,82.96
48.715,22.889,9.818,34.615,35.443,47.79,30.631,27.216,39.189,31.851,45.762,1.101,36.642,22.531,1.748,6.455,Limbdi1,22.56666667,71.8125,29.86
53.652,52.795,37.517,41.486,51.038,17.649,12.214,31.493,28.554,50.589,35.242,67.833,48.679,64.985,26.516,63.486,Shekhupura,22.575,72.625,50.23
60.275,77.519,31.506,58.449,68.103,43.638,93.775,26.628,89.323,43.407,31.28,12.783,111.927,28.544,18.698,98.482,Anand,22.575,72.97222222,52.73
62.802,75.221,39.634,198.952,249.568,143.236,161.13,150.328,128.858,26.349,249.932,56.925,253.64,92.131,57.175,61.412,Than,22.57916667,71.19972222,68.43
9.994,1.842,4.674,11.306,10.931,5.387,8.221,4.744,5.961,9.308,10.37,6.116,2.096,11.635,6.216,0.032,Kanjetha,22.58055556,74.11388889,7.53
1.506,3.993,5.896,4.283,5.937,2.711,1.295,5.244,3.995,6.643,6.979,6.777,2.931,1.72,2.677,6.174,Dabhava,22.58333333,73.90416667,5
78.825,32.785,71.319,31.199,47.519,51.14,38.365,84.752,63.769,4.843,49.269,36.594,42.045,95.6,58.68,75.154,Kalol_UR2,22.58972222,73.45138889,31.7
3.862,13.295,25.359,21.619,24.498,23.825,21.363,34.521,30.892,41.924,21.844,14.506,12.501,11.141,40.32,33.104,Rasulpur,22.6,73.23333333,28.93
2.914,6.036,1.034,2.82,5.019,5.682,0.421,6.761,0.983,6.147,4.197,0.466,0.329,1.576,3.051,6.867,Kalol_UR1,22.60027778,73.44333333,5
10.991,26.759,22.563,35.073,4.627,24.981,22.582,26.807,33.569,21.741,14.664,3.944,21.418,23.681,13.896,12.446,Tokarba,22.60416667,74.0375,22.29
18.682,39.61,112.139,155.19,13.35,31.14,1.408,71.067,5.516,74.594,53.39,10.592,57.598,45.702,59.756,140.258,Haryana,22.60833333,70.2625,60.31
5.178,7.266,4.827,1.427,8.832,7.77,3.81,4.385,6.856,7.231,5.528,2.773,3.579,5.561,1.719,1.801,Wankaner-1,22.62083333,70.92916667,6.44
155.562,41.155,127.652,182.01,3.574,208.288,37.803,145.34,105.201,85.268,21.46,122.533,37.77,45.123,69.503,150.14,Boriyani,22.63222222,73.00416667,77.75
3.387,5.034,0.458,4.665,0.374,2.45,1.179,0.044,4.409,6.375,2.587,6.816,5.76,2.646,6.558,6.267,Dhanpur,22.63333333,74.10416667,5
4.892,3.963,4.683,6.771,0.305,4.648,6.155,0.776,4.504,5.479,2.367,2.401,4.445,6.654,3.613,7.933,Boriyavi,22.63555556,72.90916667,5
7.936,8.386,7.266,8.31,5.552,6.254,7.224,5.743,4.123,3.501,9.103,2.735,2.879,5.078,9.573,2.452,Tarnetar,22.64166667,71.21666667,5
4.75,1.606,5.179,2.353,3.799,5.99,1.572,4.557,3.575,6.316,4.624,3.216,4.512,5.704,0.475,3.995,Muli,22.65,71.46666667,5
35.819,39.359,53.801,12.45,3.451,24.894,12.286,10.639,55.578,1.608,49.207,48.73,55.116,12.188,25.437,39.156,Kalyanpur2,22.65833333,70.73333333,15.96
99.427,25.752,34.696,54.439,20.108,101.65,60.35,31.088,83.44,68.29,102.277,89.187,56.245,75.794,16.388,76.005,Khadki_Vadiya,22.66222222,73.50027778,60.9
30.039,65.716,47.987,48.54,3.985,64.48,49.394,73.077,26.499,37.236,50.138,53.464,38.755,2.203,13.903,63.667,Shiyani,22.66666667,71.82916667,40.97
4.266,8.994,10.768,10.458,10.399,4.266,10.957,6.192,8.829,3.381,6.731,2.203,3.146,4.526,2.655,8.809,Chhaliyar,22.66666667,73.31666667,5
4.409,18.515,31.867,80.712,33.871,76.012,59.76,73.069,10.647,97.407,53.123,41.667,62.292,67.85,39.792,41.621,Ambakatch,22.66666667,74.22027778,70.18
0.988,2.615,10.918,4.336,1.926,5.457,6.784,4.948,7.592,5.859,7.863,3.37,2.441,7.173,3.835,0.697,Bapda,22.67,73.84166667,5
8.296,73.888,64.954,49.912,2.284,43.797,50.66,11.131,24.825,23.059,64.629,21.486,15.497,64.866,74.409,28.355,Garbara,22.68055556,74.3125,35.92
71.836,296.954,444.214,340.882,372.269,265.328,95.608,313.308,139.203,45,282.376,427.794,17.968,53.203,17.926,57.717,Bedanpur,22.68333333,70.31666667,112.89
52.236,55.476,51.253,15.11,18.047,5.318,38.719,21.174,50.873,44.234,40.37,20.271,34.991,25.529,11.384,64.704,Hadmatia,22.68333333,70.80833333,42.76
135.282,69.008,71.21,116.554,37.07,114.613,52.761,6.18,47.749,103.699,11.191,73.346,42.697,3.406,110.93,142.349,Nadiad2,22.68333333,72.88333333,78.83
6.076,3.903,5.767,6.588,5.243,4.931,0.505,8.028,1.126,5.49,9.993,5.693,9.96,2.781,4.505,2.195,Ghora,22.69166667,73.05416667,5.22
5.365,7.982,6.039,4.241,3.32,0.217,3.26,6.983,9.024,3.055,9.637,5.69,2.513,9.48,4.552,9.607,Vejalpur,22.69583333,73.55833333,5
0.378,1.423,8.274,1.543,2.972,1.101,6.974,1.621,1.446,7.603,5.91,3.916,1.752,2.976,7.19,4.409,Devgadh Baria,22.7,73.91388889,5
1.242,6.821,11.501,0.825,0.135,3.058,3.685,1.238,12.081,4.552,1.869,6.152,3.441,8.568,6.892,8.094,Alindra,22.70083333,72.97666667,5
83.195,64.927,77.23,28.586,78.083,51.502,41.991,51.542,65.85,36.139,63.513,61.794,39.576,77.713,56.611,60.993,Khandania,22.70416667,73.8375,49.94
1.361,8.255,4.434,2.888,6.248,5.375,1.486,8.204,4.385,4.168,1.456,7.523,8.239,3.074,12.429,9.032,Ranipet,22.70833333,71.21666667,5
22.426,16.706,19.354,19.228,23.044,22.381,2.226,20.519,6.984,1.669,15.481,5.511,19.489,15.889,9.381,11.302,Parvata,22.71361111,73.12666667,9.19
6.527,2.757,3.413,4.361,1.599,4.723,5.909,1.944,4.621,6.671,6.138,3.771,3.928,1.403,2.521,7.179,Lajai,22.71666667,70.77916667,5
5.948,5.833,4.386,8.481,5.921,12.813,9.075,12.854,3.366,3.061,10.25,5.515,11.709,2.625,12.085,14.665,Surendranagar2,22.71666667,71.60833333,5
8.978,5.389,1.286,6.544,2.503,4.471,5.836,5.288,5.176,3.821,1.681,7.003,8.395,7.197,3.984,2.339,Tavi,22.72083333,71.85416667,5
1.721,8.485,9.123,12.055,5.696,2.341,6.92,12.944,9.355,2.639,2.17,5.554,3.149,9.461,10.58,0.574,Kalesar,22.72083333,73.19166667,5
45.43,37.969,29.798,88.884,11.219,65.379,5.479,103.685,112.433,29.033,21.06,34.601,110.973,92.974,95.686,61.3,Surendranagar,22.72361111,71.67083333,45.78
7.783,4,1.029,5.798,5.612,5.323,0.346,3.419,8.011,4.893,2.185,7.074,5.917,7.727,5.902,6.637,Ranipura,22.725,73.75833333,5
26.172,18.956,25.074,23.481,44.898,40.907,54.571,30.021,42.333,55.107,41.012,27.305,50.291,8.381,45.489,38.077,Panchwada,22.72916667,74.30833333,40.4
0.964,66.995,58.023,15.089,10.454,56.891,63.699,11.037,38.821,64.598,32.443,58.819,64.412,11.636,22.257,16.775,Sarla,22.73333333,71.36666667,52.53
4.596,6.744,4.793,3.029,3.421,1.819,3.342,0.137,3.165,5.577,1.079,0.657,2.58,4.394,2.885,3.048,Kheda,22.7375,72.70416667,5
33.661,27.96,27.418,4.307,103.503,54.866,37.389,60.157,40.212,101.196,18.358,115.089,113.857,106.006,35.383,44.929,Nava Raisngpur,22.74194444,71.26166667,80.29
3.809,0.265,2.891,2.516,9.12,3.894,2.595,5.515,5.627,7.857,2.587,6.292,0.181,2.461,2.809,4.247,Vejpur2,22.74722222,73.35555556,5
50.91,20.311,17.821,33.349,1.798,47.097,22.418,50.801,38.509,43.602,22.816,43.124,33.251,20.049,21.367,33.79,Dhanol,22.75861111,73.50666667,36.27
7.804,1.528,5.749,6.778,0.107,5.077,6.55,7.822,1.956,5.707,8.357,3.262,0.387,5.584,8.488,9.59,Dakor,22.7625,73.16944444,5
6.258,0.737,0.945,7.667,7.492,1.193,6.087,0.861,5.08,6.83,7.193,6.936,1.168,6.056,7.065,7.451,Godhra_UR2,22.76916667,73.59111111,5
1.901,3.889,8.953,19.6,18.081,7.588,18.259,20.502,8.702,17.41,25.693,21.46,9.577,4.267,18.817,21.133,Godhra2,22.77083333,73.63333333,12.77
4.369,7.004,4.589,0.48,8.327,1.498,1.969,7.248,3.578,4.944,7.931,1.726,6.553,0.997,1.422,6.075,Dedadra,22.775,71.73333333,5
47.146,37.289,10.98,14.229,1.904,23.571,14.36,21.399,50.357,45.083,17.929,41.318,47.123,6.757,0.948,24.562,Godhra_UR3,22.78,73.60694444,37.01
83.227,3.853,112.953,5.969,6.978,46.416,61.555,124.576,58.124,36.415,91.68,37.512,99.653,67.193,75.255,26.697,Muliyad,22.78305556,73.17666667,46.02
2.522,29.092,21.53,66.655,47.248,35.276,55.175,60.983,29.579,47.787,34.23,14.717,67.223,73.717,68.968,24.448,Mahudha,22.78333333,72.94166667,46.03
19.071,10.21,5.821,18.785,1.025,2.006,16.122,0.722,6.492,13.659,15.242,10.187,15.056,20.483,3.122,23.282,Dudhai2,22.79166667,70.50416667,13.46
38.055,3.531,61.144,107.362,11.474,17.046,16.97,43.582,26.888,105.092,7.221,49.91,34.364,97.235,24.67,101.913,Godhra_UR1,22.79277778,73.60666667,72.37
26.158,0.993,50.171,46.18,148.216,196.225,25.057,141.325,160.019,18.39,211.267,51.852,170.18,46.622,199.275,184.522,Sara,22.8,71.19722222,38.22
4.98,53.935,31.236,9.295,16.266,87.656,32.995,74.483,78.568,80.086,89.916,43.442,81.19,60.4,14.812,39.259,Santroad,22.8,73.8125,67.34
6.036,5.606,0.776,3.799,5.195,3.056,4.26,1.922,2.91,5.515,2.555,5.517,6.347,2.851,1.268,3.76,Varamkheda,22.8,74.275,5
2.096,3.172,6.166,3.904,1.174,3.32,2.355,4.647,6.282,6.883,5.968,6.802,4.922,0.712,2.85,6.562,Tuwa,22.80416667,73.47083333,5
7.111,13.616,2.628,8.709,2.035,5.86,6.231,0.991,6.012,1.324,12.78,2.255,8.971,7.219,4.585,4.801,Alina,22.80833333,73.05833333,5
58.829,53.395,24.08,73.286,34.954,33.944,71.891,22.818,27.625,53.218,21.668,33.273,4.249,15.723,36.833,67.653,Salaya1,22.80833333,73.89166667,45.49
6.655,10.033,6.715,3.377,4.965,5.818,9.499,0.301,4.458,3.15,5.466,9.212,6.287,5.338,5.056,4.187,Anindra,22.81027778,71.70583333,5
96.811,167.625,191.856,106.396,37.967,206.488,156.87,6.87,198.894,62.492,2.722,147.394,12.115,79.023,88.568,155.085,Latuda,22.81305556,71.60805556,83.39
71.83,4.305,30.703,48.859,128.824,92.783,113.73,125.981,77.738,114.461,13.862,56.457,70.888,38.147,20.925,110.689,Morvi,22.81666667,70.84166667,81.93
3.655,18.676,0.066,1.07,0.156,10.347,16.642,21.447,21.684,25.163,15.165,1.863,22.032,5.543,22.87,7.669,Dahod2,22.825,74.23333333,19.68
12.646,1.908,8.785,6.189,7.293,4.485,9.505,8.391,8.843,3.569,12.58,2.556,13.162,4.859,5.163,11.217,Chhabanpur,22.82777778,73.6125,5
9.067,1.032,6.95,14.627,15.641,6.348,5.9,5.183,15.576,1.686,15.221,3.343,20.196,16.871,6.609,3.826,Amran1,22.82916667,70.5625,5
306.984,153.595,155.548,156.442,0.5,380.602,31.239,220.448,152.404,13.275,72.955,98.824,6.364,317.401,227.198,246.394,Mandvi (Shitla Mata),22.83333333,69.33333333,100.39
13.803,66.428,65.334,41.003,19.139,32.628,36.443,63.404,45.934,68.502,66.989,31.962,9.439,25.128,13.848,54.236,Dadhela,22.8375,74.06666667,56.26
23.243,53.583,49.646,6.225,79.986,52.229,86.112,49.18,41.437,39.767,57.703,53.836,84.401,64.602,33.524,60.093,Dohad_Urban3,22.83972222,74.23388889,48.37
229.604,51.938,190.546,71.442,29.329,51.846,186.531,8.126,233.228,76.501,11.709,93.562,172.511,107.298,21.146,19.331,Mathak,22.84,71.05777778,87.21
3.845,4.128,1.774,3.292,2.892,0.51,7.212,7.071,6.567,4.536,7.131,5.245,5.806,7.557,7.549,6.521,Mathak2,22.84166667,71.05833333,5
31.038,49.505,136.126,429.066,251.636,216.696,341.311,436.896,435.241,85.475,454.227,283.811,216.404,255.456,156.857,397.545,Rajsitapur,22.84166667,71.59166667,134.11
7.409,13.791,16.922,27.777,16.742,19.59,6.403,2.794,16.722,14.937,27.867,10.5,3.939,24.569,11.493,15.385,Mandvi,22.84222222,69.37083333,14.12
13.055,84.842,53.083,28.68,51.788,120.946,129.405,128.81,39.087,58.559,46.917,104.126,31.19,26.979,55.083,29.581,Dohad_Urban2,22.84472222,74.26666667,61.41
5.525,7.702,11.641,10.115,5.952,10.722,8.516,2.673,7.796,4.009,5.017,5.222,7.09,2.738,2.607,12.107,Natapur,22.85722222,73.82055556,5
2.743,2.154,8.558,2.808,4.104,3.587,7.467,8.349,3.184,5.017,2.448,0.547,5.017,8.619,5.795,4.66,Nichi mandal,22.85833333,70.95,5
18.042,0.113,38.321,18.913,18.904,16.236,0.351,12.059,47.475,37,36.03,47.318,17.795,46.586,24.058,20.079,Ratanpur1,22.85833333,71.27083333,27.28
138.609,157.037,75.709,65.215,15.032,145.554,90.478,18.923,70.84,15.537,37.95,25.965,43.959,53.396,23.218,5.44,Lakhtar,22.85833333,71.78333333,54.66
30.147,18.862,34.91,5.421,7.653,35.771,5.714,44.091,17.98,16.229,35.205,9.054,33.513,3.071,20.679,42.079,Luni,22.87333333,69.81166667,18.79
64.452,134.603,135.611,12.228,0.735,108.333,47.526,25.548,141.533,16.131,67.066,56.965,66.863,21.578,83.316,37.456,Modhvana,22.88138889,71.73555556,45.68
6.239,13.266,4.112,14.653,2.244,8.047,13.577,5.505,10.897,12.04,2.755,11.646,9.077,2.863,16.84,16.153,Deshalpur m.,22.88333333,69.58333333,10.41
7.577,7.059,7.2,9.246,6.544,8.481,3.479,8.321,2.209,3.906,3.342,4.935,1.225,5.76,6.601,8.269,Bhadreshwar,22.9,69.9,5
11.627,29.701,54.753,62.092,99.421,106.076,35.982,16.237,63.819,74.384,27.022,104.47,114.637,113.935,53.841,76.754,Modpar1,22.9,70.66666667,65.35
30.78,38.077,27.681,15.404,14.395,35.843,14.606,56.508,20.465,23.021,48.995,12.571,9.289,10.11,52.054,28.088,Kumarkhan,22.9,72.01666667,25.85
31.107,13.253,32.075,67.557,55.767,64.443,11.921,33.615,24.483,8.31,16.795,9.198,7.447,30.136,47.312,4.442,Wadia,22.9,74.05,14.58
2.869,4.134,10.044,0.105,7.013,3.923,9.647,9.678,9.354,4.537,5.585,1.757,4.197,6.039,0.656,7.642,Kundal,22.90138889,72.22361111,5
88.825,83.073,139.211,16.181,152.118,6.812,41.773,2.085,69.345,131.96,81.677,135.609,19.418,88.777,108.742,124.729,Ladvel,22.90833333,73.12083333,101.26
25.667,29.564,85.527,15.443,82.392,67.398,3.39,97.297,52.238,28.004,33.446,94.273,42.587,90.057,10.854,27.866,Vadala,22.91611111,69.85555556,39.2
3.962,2.497,3.495,3.322,3.702,6.489,4.193,0.062,2.396,6.452,2.716,1.848,4.182,5.889,2.093,5.573,Olak,22.91861111,71.86333333,5
79.171,14.799,56.026,64.293,26.913,43.784,47.016,27.433,47.25,85.543,73.732,82.338,28.551,0.989,90.794,23.571,Morwa (Hadaf),22.92555556,73.84722222,56.38
7.337,3.88,1.277,3.887,3.481,5.74,6.983,1.041,4.456,6.663,1.475,1.171,4.248,0.268,3.666,2.986,Amar nagar,22.93333333,70.80833333,5
52.635,134.559,15.37,128.506,86.95,133.31,59.052,8.931,2.253,41.52,24.238,140.276,84.793,54.675,10.736,79.937,Mirakhedi,22.93333333,74.2,60.95
11.243,0.883,11.072,12.214,7.178,0.906,10.97,8.749,8.072,6.356,0.086,6.51,0.585,0.169,8.693,10.897,Bambhdai,22.93888889,69.08277778,5
2.664,9.388,5.068,5.928,1.363,7.535,5.944,4.184,5.644,2.776,1.063,3.752,8.022,9.199,3.956,2.941,Karagoga,22.94166667,69.6625,5
33.293,56.065,40.166,60.895,66.973,71.889,48.172,77.059,2.33,27.741,40.759,55,64.589,0.767,65.359,6.607,Mokha,22.95,69.8,35.43
9.074,6.999,2.697,0.096,6.61,10.921,0.136,4.805,0.192,2.506,3.92,7.743,11.87,9.433,6.321,10.089,Balasinor1,22.95,73.325,5
11.294,24.562,27.086,7.885,45.669,17.81,76.112,9.656,78.891,17.232,50.275,58.989,18.037,54.645,5.217,14.615,Shehra,22.95416667,73.625,23.7
15.389,14.687,11.827,8.147,17.028,15.618,8.43,13.805,7.597,3.484,5.065,2.176,5.127,3.782,16.296,13.275,Mota dhansura,22.95833333,70.61666667,7.05
7.561,8.201,8.065,7.248,3.943,0.959,1.384,1.093,7.408,5.11,8,5.174,2.552,1.197,3.225,8.267,Balasinor,22.95833333,73.33611111,5
