sample_id,lat,long,as,cd,cr,cr+6,pb,hg,ni,cu,zn,fe,mn,co,al,se,sb,ba,v
Khavada,23.83888889,69.73055556,0.018863328,0.005414166,0.093067162,0.092821402,0.018172888,0.002043588,0.036855923,2.486253341,5.356080634,0.552661669,0.188036587,0.098578638,0.362222715,0.018849844,0.009577319,1.226242488,0.089490376
Patan2,23.84166667,72.12361111,0.004884242,0.001855789,0.032573509,0.02394299,0.005799792,0.000425742,0.00983516,0.677901123,1.438379679,0.102449965,0.037209741,0.030843235,0.101520969,0.002194436,0.002870137,0.278603162,0.016486797
Dosaj,23.84166667,72.45,0.008816785,0.002572166,0.052052512,0.059382198,0.008783955,0.001019415,0.01951282,1.244064856,3.072177728,0.302523727,0.100765189,0.047167489,0.19882029,0.011033204,0.004898812,0.643299892,0.049947487
Idar,23.84166667,73.0375,0,4.61E-05,0.005403484,0.007252233,0.0003007,0.000272156,0,0,0,0,0,0.002412922,0,0.002204025,0.000371397,0.122709113,0.000421245
Khavda,23.84444444,69.73194444,0.007732856,0.002536757,0.047458399,0.040756897,0.008659338,0.00099704,0.015282276,1.205287959,2.653689159,0.310257633,0.07930393,0.047055344,0.183569649,0.008224493,0.004653067,0.548060829,0.037806465
Unad1,23.84583333,72.71666667,0.020259559,0.006454976,0.097957201,0.096705343,0.020336208,0.001811285,0.037259433,3.036921794,5.821811181,0.590612414,0.195494561,0.099142348,0.418410997,0.020978858,0.0089839,1.479058662,0.099208956
Takatuka,23.84722222,73.30833333,0.034094842,0.010709213,0.175484518,0.175998017,0.035145193,0.003509991,0.069221234,5.318852706,10.78982997,1.029356633,0.33841999,0.170527647,0.715024547,0.034518897,0.017497433,2.440269915,0.176857495
Patan2,23.85,72.1,0.003746441,0.001330647,0.017058401,0.016717623,0.00465517,0.000476205,0.0059988,0.600683431,1.122143429,0.093060942,0.039996894,0.035697012,0.09172309,0.004214977,0.002136247,0.258302853,0.017804481
Takatuka_1,23.85138889,73.305,0.001462375,0.000613752,0.01048295,0,0.000598669,0.000101167,0.005050467,0.129683028,0.25573671,0.026152634,0.014957535,0.005198084,0.034770425,0.000657543,0.001029703,0.163377373,0.01019865
Sabalwad,23.87416667,72.96305556,0.002864763,0.000634541,0.021473896,0.024902513,0.003624111,0.000226118,0.006988154,0.475900575,0.92432122,0.088487456,0.019689135,0.010052291,0.043010343,0.002632527,0.001453652,0.020972865,0.001584005
Dholavira,23.88333333,70.21666667,0.002476699,0.000818132,0.006125498,0.015807103,0.003858654,0.000445397,0.00601021,0.443150902,0.580796398,0.119167961,0.033917969,0.013017184,0.045496708,0.003187685,0.001240777,0.15293199,0.010905671
Nedra,23.8875,72.31666667,0.008511167,0.00243589,0.041402045,0.027458735,0.007872337,0.000617524,0.015558304,1.019202047,2.861516038,0.224245338,0.072785847,0.038332754,0.187619954,0.007245202,0.004199184,0.533374101,0.037786234
Kheralu1,23.8875,72.6125,0.008638115,0.002468063,0.043431641,0.044315123,0.009027592,0.000926473,0.015479269,1.01364761,2.842453355,0.301611365,0.084104381,0.044739996,0.171834868,0.009203385,0.004039898,0.687850849,0.045631583
Rampura1,23.89166667,72.51666667,0.006057518,0.002087683,0.032134447,0.036857749,0.007228738,0.000642276,0.011530383,1.006774922,2.256919278,0.2018732,0.063151005,0.035057719,0.147866269,0.006282524,0.003393108,0.431360561,0.035653982
Choriwad,23.9,73.11944444,0.009853656,0.002937752,0.05445621,0.054393539,0.012295438,0.001196056,0.020523734,1.517775875,3.417785667,0.326268002,0.112645258,0.05383924,0.208279914,0.010082865,0.005577224,0.787557565,0.057499696
Kesharpura,23.91527778,73.14527778,0.013676986,0.003708904,0.072283179,0.065926609,0.014441153,0.001404255,0.025396685,2.097398091,4.282490058,0.40178059,0.136947472,0.060137463,0.275931626,0.013705339,0.007214662,1.011515315,0.067898493
Sidhpur,23.91666667,72.3625,0.015888888,0.00481512,0.080237999,0.073505234,0.017516654,0.001656616,0.029172803,2.326148587,4.322312306,0.458433785,0.138288525,0.073182081,0.306844589,0.014746997,0.007387707,1.068785552,0.079517301
Chandap_DW,23.92333333,72.85333333,0.048220108,0.01442145,0.249546766,0.238245164,0.047738422,0.004602295,0.097404557,7.300460788,14.43980439,1.446286423,0.495194289,0.240544948,0.946816735,0.049511769,0.023792893,3.289783069,0.232096863
Wadali,23.93333333,73.03333333,0.001402059,0.000416017,0.013234752,0.012213034,0.000806027,0.000302766,0.002106124,0.222482444,0.492694253,0.098695385,0.011716227,0.005255135,0.0608206,0.002627199,0.000525839,0.135861812,0.010993633
Jhajahm,23.94583333,71.33888889,0.00486078,0.001490311,0.01739015,0.030198598,0.004880095,0.000443044,0.005507784,0.53677626,1.040612595,0.153476138,0.035240705,0.017930403,0.057583752,0.0038404,0.00115436,0.355020303,0.019627828
Jhaloti,23.95,73.3375,0.000567691,0.000726576,0.01087121,0.013072336,0.001783913,0.000327049,0.006344808,0.070415442,0.93292341,0.1217939,0.020501615,0.004200575,0.033579712,0.002113863,0.001178843,0.063483316,0.007751421
Abhapur,23.96416667,73.25805556,0.001946712,0.000911349,0.018294797,0,0.001304924,0.000179811,0.003623733,0.249571164,0.620321924,0.030313161,0.004511872,0.003637579,0.01178275,0,0.001469517,0.08466587,0.004385548
Kherwada,23.96944444,73.23361111,0,0.000559518,0.001096222,0.005287587,0.002112582,0,0,0.353906433,0,0.034483103,0.010830076,0.003712218,0,0.001134042,0.000388571,0,0
Atarsumba,23.98611111,73.20833333,0.047796812,0.014785784,0.239113347,0.237229769,0.048155087,0.004702155,0.097999158,7.32018699,14.10878134,1.470620441,0.485697334,0.2369879,0.941571286,0.048548056,0.02428463,3.32918239,0.241102109
Timba_1,23.98722222,72.75888889,0.04120073,0.012781142,0.209531563,0.212054852,0.041798865,0.004247484,0.085183753,6.202915421,12.30706544,1.271028101,0.423126891,0.211518922,0.890272728,0.042349965,0.020800075,2.974223957,0.207736185
Silwad,24.00833333,73.11666667,0.014788259,0.004587869,0.078779241,0.077026559,0.016632327,0.001491017,0.031899264,2.145901933,4.723374536,0.490631557,0.162515003,0.073390549,0.322814303,0.015664027,0.008103011,1.049635455,0.083428261
Vijaynagar,24.00833333,73.35416667,0.000855084,0.000534134,0,0.014827909,0.000811718,0.000200485,0.001839982,0.162578453,0.389910643,0.071672327,0.02885184,0,0.00704009,0,0.000543618,0.061690233,0.005125668
Khedbramha,24.02916667,73.05,0.013749521,0.003483403,0.055890845,0.068615548,0.012386621,0.001240361,0.025912258,1.831113821,4.092473807,0.353312634,0.134951586,0.069752908,0.2135378,0.01183634,0.00682434,0.860383804,0.06050962
Matoda,24.11111111,73.00833333,0.001706462,0.000657782,0.001497316,0.004545587,0,0.000237358,0.001162233,0.265471595,0.562739488,0.060561357,0,0.006804242,0.022612599,0.000255048,0.000493893,0.027571709,0.000882324
Mohabbat gadh,24.16666667,72.72777778,0.011874404,0.003013205,0.049435247,0.047606535,0.012151141,0.00117021,0.018964912,1.596197933,3.208988421,0.383988826,0.114680831,0.061039775,0.227783565,0.009954664,0.005345381,0.754824345,0.047210122
Ratanpur2,24.175,72.74583333,0.009558057,0.00186078,0.03749012,0.039512882,0.006535741,0.00078081,0.011686612,1.303074866,2.274387234,0.225889628,0.058136444,0.042888357,0.12892544,0.00836339,0.003361489,0.509325744,0.049029074
Dantiwada,24.18888889,72.76055556,0.005034788,0.001326496,0.015842629,0.018548104,0.00374759,0.000537501,0.007618006,0.777543976,1.114364097,0.10652541,0.049407278,0.01606784,0.092732438,0.004583064,0.002586934,0.422430509,0.018853612
Palanpur2,24.19444444,72.43333333,0.006482464,0.002201911,0.026470795,0.030129733,0.005014985,0.000739363,0.011719534,0.915733255,1.990257942,0.164980429,0.064942848,0.037068267,0.15135431,0.006876223,0.003292801,0.487994787,0.043690233
Ratanpur,24.20833333,72.99861111,0.00170838,0.000701037,0.00423958,0.014665275,0,0.000179335,0.007982115,0.3741175,0.146532846,0,0.028810179,0.008627343,0.0148404,0.002848918,0.000949758,0.104573588,0.010265014
Dantiwada,24.2775,72.26138889,0.004458076,0.001380728,0.026328473,0.022984372,0.006143602,0.000514497,0.010881341,0.695390743,2.198951134,0.169213273,0.04951121,0.026810332,0.15702937,0.003327523,0.003217144,0.479561488,0.027102611
Ganapipli,24.29722222,72.94722222,0.010824736,0.002860393,0.045987078,0.052964105,0.009584262,0.001148229,0.023006442,1.5223242,3.912959632,0.320556048,0.09865182,0.054718359,0.228524084,0.012149725,0.004917034,0.742520931,0.059491172
Iqbalgarh,24.34583333,72.5375,0.010936334,0.002878097,0.047590863,0.042913607,0.008017685,0.000873652,0.016652203,1.563160882,2.589211008,0.285333239,0.093727282,0.050985384,0.159751309,0.00923074,0.004003546,0.554248687,0.048778184
Poshina2,24.375,73.03333333,0.017929447,0.005520456,0.100361095,0.091496315,0.019083298,0.001983436,0.041455866,2.923259472,5.698850026,0.616302629,0.190743932,0.091168575,0.39423363,0.01804468,0.008816259,1.32918613,0.083356463
Jorapura,24.37972222,72.28972222,0.004756976,0.001096549,0.023148085,0.02141661,0.004069719,0.00043071,0.006371821,0.514046283,1.48420987,0.089199923,0.048316386,0.012700644,0.055815407,0.00204576,0.002206876,0.221226184,0.021316614
Kidotar,24.39444444,72.62777778,0.041965785,0.012420002,0.214448142,0.204176536,0.041873367,0.004126978,0.080116176,5.995141977,12.72564165,1.270677848,0.422572051,0.213534077,0.813310569,0.044566104,0.021616133,2.930838717,0.210815303
Meda,24.39722222,72.28472222,0.001032643,0.000410357,0.014440996,0.014753071,0.002857459,0.000295266,0.003669936,0.434804106,0.917273418,0.050673661,0.009414822,0.007850092,0.035354175,0.001473559,0.00130685,0.108102879,0.01401754
Sodapur,24.40138889,72.29583333,0.00911734,0.002876769,0.047675514,0.044639441,0.007648424,0.000882452,0.019465623,1.313494611,2.913634051,0.262710831,0.07614783,0.046743226,0.193326109,0.009096694,0.004790641,0.65894335,0.047272421
Amirgadh,24.40555556,72.64166667,0.005272039,0.001653369,0.033534983,0.022399158,0.006413508,0.000608861,0.011252072,0.806285181,1.817532108,0.175942604,0.053846091,0.033853234,0.093873123,0.003781029,0.002886747,0.406199154,0.022763431
Vadgamda,24.40833333,71.69166667,0.027094625,0.008419549,0.145005323,0.149040623,0.02725244,0.003023994,0.061809433,4.532171445,9.155632895,0.840632171,0.286865018,0.140564336,0.560671207,0.02886298,0.014258052,1.982434536,0.145222333
Asodar,24.41666667,71.81666667,0.006797974,0.001772633,0.025816463,0.030514929,0.007688681,0.000593353,0.011927497,0.842047193,1.776385592,0.158698855,0.053851484,0.025506784,0.120243057,0.005515683,0.00306055,0.408430347,0.029905156
Gangodra,24.43611111,72.36527778,0.001877269,0,0.011834123,0,0.00257245,0.000145199,0.003871765,0.428655062,0.473249383,0.047128224,0.010535447,0.010954559,0.072893625,0.00031183,0.001427029,0.184135237,0.007383187
Kuchwada,24.46666667,72.25277778,0.020017086,0.0057433,0.09339297,0.107448917,0.018443195,0.001913584,0.038243505,2.967909476,5.90474695,0.527725392,0.205511757,0.095999097,0.404341971,0.018503042,0.009995093,1.432516111,0.106264336
Jhat,24.4875,72.35277778,0.00431819,0.000891821,0.017101279,0.023208635,0.004185773,0.000402692,0.010127828,0.64978654,1.263079514,0.118793633,0.034812012,0.02406713,0.099372947,0.004193782,0.001908855,0.422599898,0.019794157
Sankad,24.49722222,71.975,0.00601577,0.002059146,0.014722624,0.032250954,0.00438225,0.000680451,0.012969676,0.984341826,1.989631257,0.194245172,0.061158961,0.027571118,0.131085338,0.006181992,0.003143495,0.435940909,0.029337219
Manglore,24.51388889,71.69722222,0.0139141,0.004709131,0.077497552,0.077506719,0.016360066,0.001561153,0.029275006,2.31570858,4.789838256,0.51299015,0.158885839,0.078861823,0.258225921,0.015752009,0.008374837,0.975372844,0.077269288
Bharol1,24.52916667,71.54166667,0.00128343,0.000472776,0.01120863,0.015312563,0.002611713,0.000160771,0.003588413,0.152695302,0.501125991,0.065961004,0.028116864,0.011112943,0.09764047,0.001734483,0.00121745,0.243342271,0.009396082
Bharol,24.53055556,71.54166667,0.010021228,0.002567974,0.046615912,0.044977765,0.009675904,0.001094802,0.021070399,1.560806779,3.107249381,0.319747049,0.093691098,0.046888533,0.184770054,0.009484212,0.005096643,0.708605557,0.047191421
Khoda,24.65833333,71.76666667,0.004790904,0.001461584,0.033520131,0.018853026,0.006915992,0.000480403,0.007701504,0.614564708,1.410699743,0.20242014,0.046462696,0.02394539,0.111595856,0.005489617,0.003460825,0.452777688,0.031010274
SABARMATI AT DHAROI DAM,24.004528,72.853278,0.003468465,0.001067743,0.021492738,0.02666203,0.003277336,0.000343271,0.003059789,0.610402872,1.086817472,0.151640781,0.023746506,0.02195741,0.08030618,0.003686216,0.001772637,0.288594535,0.023092565
RIVER SABARMATI AT AHMEDABAD U/S,23.158286,72.673413,0.003040812,0.001833842,0.023122128,0.023011697,0.003485321,0.000379907,0.005536831,0.434267671,0.883078919,0.087095533,0.057345167,0.016736946,0.060265277,0.002091235,0.002207798,0.157419986,0.021064933
RIVER SABARMATI AT AHMEDABAD D/S,22.915326,72.515828,0.048216784,0.015262916,0.241510566,0.246242614,0.048561912,0.004926884,0.096300665,7.26434033,14.54229956,1.435900787,0.476605321,0.235552722,0.934598856,0.047272429,0.023754959,3.397708026,0.244057178
AMBIKA AT BILIMORA,20.772106,72.951625,0.003048357,0.001192495,0.024678498,0.017700401,0.005149091,0.00041066,0.008182303,0.364827521,0.775845517,0.147499091,0.044915279,0.021574987,0.096550411,0.004759887,0.001080802,0.37776034,0.020479443
KOLAK AT PATALIA BDG.,20.461511,72.886556,0.00970191,0.003038592,0.04287411,0.051036977,0.012113839,0.001001497,0.0208466,1.305490772,3.154422563,0.295687143,0.101332477,0.044376299,0.197160999,0.009830931,0.004087348,0.679436246,0.048979399
DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,20.358825,72.881708,0.006566435,0.00172768,0.0299297,0.032776024,0.008710383,0.000766577,0.017198821,0.89663694,1.965053893,0.243936798,0.066831413,0.031999079,0.132333803,0.00588556,0.003357448,0.537236303,0.044800802
SABARMATI AT KHEROJ BRIDGE,24.22986,73.005317,0.006215755,0.001813305,0.042319277,0.033046611,0.007729585,0.000531683,0.01310185,1.05795561,1.640504759,0.20592135,0.043034241,0.026114698,0.14080359,0.006531636,0.003390049,0.218623162,0.024108985
SHEDHI AT KHEDA,22.739321,72.679059,0.022205548,0.00646636,0.11364722,0.109168012,0.021271096,0.002200504,0.04321956,3.325094441,6.378881346,0.65398753,0.218909328,0.118458743,0.453262771,0.022818163,0.010972829,1.553946135,0.113915078
SABARMATI AFTER CONF. WITH MESHWA AT VAUTHA (NEAR DHOKLA),22.721547,72.530103,0.001274347,0.001182935,0.005004583,0.013281984,0.002266638,0.000179152,0.005235636,0.576910374,0.498701652,0.099257422,0.018777632,0.022854275,0.048425674,0.003248897,0.000946138,0.205539624,0.017661335
MESHWA NEAR RAJASTHAN BORDER AT SAMLAJI,23.681975,73.391956,0.015666005,0.00411063,0.06246038,0.069227028,0.012978766,0.001291892,0.024279575,2.198820732,4.181879206,0.439768489,0.129262963,0.065585313,0.276121298,0.014334675,0.007937067,0.941384114,0.066884532
WELL AT NAROL AHMEDABAD,22.972906,72.588261,0.002644157,0.000465836,0.010160728,0.01249067,0.002059076,9.07E-05,0.004878462,0.006134512,0.782780205,0.084951898,0.007238251,0.009636256,0.027155251,0.002971233,0.001795329,0.118269608,0.013103172
ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,22.846264,74.291789,0.010082887,0.002220011,0.048430091,0.058415121,0.01066939,0.000947932,0.015116593,1.222129114,2.623552322,0.25776394,0.085220608,0.047624626,0.252127071,0.010061002,0.004950827,0.757721137,0.05831807
NARMADA AT BHARUCH ZADESHVAR,21.665906,72.916681,0.002999527,0.001215176,0.016878914,0.017494911,0.002114817,0.000266014,0.008152686,0.964330525,1.080449134,0.121734175,0.051180567,0.024078759,0.104368014,0.004137918,0.002436425,0.383765439,0.019982833
NARMADA AT PANETHA,21.950608,73.584697,0.044959527,0.013602547,0.212969654,0.226064301,0.043686526,0.004293993,0.088267089,6.68523622,13.65105314,1.352648072,0.435019733,0.224076977,0.917848346,0.04502965,0.02254868,3.161345239,0.221802997
NARMADA AT CHANDOD,21.983722,73.456331,0.0470946,0.014504764,0.246801677,0.238840293,0.047306662,0.004757231,0.095165929,7.188430535,14.92158426,1.465955309,0.472331804,0.245309988,0.924477294,0.048275642,0.023821315,3.302937123,0.234538156
TAPI AT MANDAVI,21.247908,73.301033,0.001670389,0.00035786,0.004687565,0.000787699,0.00297896,9.28E-05,0.002162129,0.380601324,0.552469454,0.017983372,0.009613646,0.00573477,0.035647584,0,0.001023542,0,0.005685188
TAPI AT SURAT U/S KATHORE,21.2855,72.935483,0.001087252,0,0.012236538,0.006248105,0,3.28E-05,0.001933131,0.309819382,0.288131975,0,0.009207877,0.005642918,0.044188868,0.000702348,0.000622638,0.165641563,0
KANKORIA LAKE AT AHMEDABAD NR. BALVATIKA,23.006731,72.601622,0.002886803,0.000627572,0.017382516,0.019128208,0.003716179,0.000363172,0.00603656,0.126406031,1.669493287,0.126916268,0.033554292,0.015533555,0.072811039,0.001422898,0.000954216,0.268065752,0.012454444
CHANDOLA LAKE AT AHMEDABAD,22.987972,72.589067,0.043392816,0.012789003,0.215515707,0.210362632,0.041716499,0.004360813,0.085036615,6.448178061,13.48369557,1.29211059,0.425511131,0.206430833,0.853404459,0.042266252,0.020902545,2.858923413,0.213559444
AJWAH LAKE AT SRI SAYAJI SABVAR BARODA,22.401206,73.388603,0.003870335,0.001666471,0.026268465,0.01885237,0.005933534,0.000438316,0.011048726,0.533444758,1.286312085,0.173710443,0.059411923,0.024340559,0.109763199,0.004111675,0.002563965,0.356524862,0.02557897
SURSAGAR LAKE AT BARODA,22.300392,73.205078,0.007369266,0.002539001,0.047203362,0.037339195,0.009298333,0.0007122,0.012808123,0.953906627,2.133281414,0.259748241,0.076216055,0.04616241,0.143218282,0.006020764,0.004032906,0.542135307,0.042991606
DAMANGANGA AT D/S OF MADHUBAN DAMAN,20.411819,72.833264,0.000380477,0.00073927,0.008844887,0.014568019,0.000436427,3.56E-05,0.003396137,0.184603071,0.07495514,0.049184084,0.003035916,0.011253961,0.071118902,0.003884308,0.000286613,0.057457333,0.006193904
SABARMATI AT GANDHI NAGAR CHILODA BRIDGE LEKAWADA,23.245906,72.68218,0.043407641,0.012664716,0.209051608,0.208419096,0.041849504,0.004298968,0.086172574,6.373025138,12.33954718,1.286549764,0.418972322,0.209904674,0.824700808,0.043528087,0.020230023,3.082107619,0.211981624
SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,23.031314,72.575114,0,0.000237655,0,0,0,0,0,0.080326303,0.090299037,0.042154428,0.008595144,0,0,0.001559786,0,0.027145839,0.002923243
SABARMATI AT RAILWAY BRIDGE AHMEDABAD,23.06353,72.589064,0.008633982,0.002359268,0.032408907,0.044643463,0.006897935,0.000897815,0.0161443,1.0628219,3.005213941,0.241374243,0.094226143,0.046492498,0.144667133,0.00799253,0.003914083,0.531479091,0.042169494
AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,21.701178,73.021733,0.007481976,0.001544302,0.019359554,0.025601812,0.007695537,0.000414695,0.011095649,0.870623211,1.939927948,0.101344529,0.054215453,0.024715273,0.109300085,0.004826051,0.002663988,0.37975038,0.026339274
KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,20.342461,72.905403,0.023977396,0.00647932,0.114223314,0.112261603,0.023143104,0.002106415,0.041963792,3.247083156,6.492768736,0.703002653,0.225149707,0.11152271,0.462625573,0.023100289,0.010807682,1.533071892,0.116357927
BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,21.763115,70.424313,0.008318149,0.002634149,0.049744965,0.058005363,0.009941517,0.000974818,0.021570099,1.558630958,2.96159738,0.311934107,0.108641866,0.056442478,0.197026313,0.01003301,0.004592746,0.625812025,0.04971155
KHARI AT LALI VILLAGE NEAR AHMEDABAD,22.868749,72.627351,0.002188608,0.001097823,0.014467684,0.018640757,0.001952342,0.000291442,0.007281779,0.447253529,1.299326239,0.090888997,0.028093728,0.01837573,0.078668593,0.004584259,0.0017155,0.267345776,0.014325064
MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN,21.111549,73.111601,0.004466578,0.001276446,0.022866835,0.034552247,0.007031393,0.000736415,0.011086768,0.603336852,1.613201159,0.115952142,0.04299049,0.020397519,0.110237044,0.00519101,0.002192121,0.265214681,0.033304102
SABARMATI AT MAHUDI JAIN TEMPLE 150 KM. FORM ORIGIN,23.496903,72.796265,0.001617308,0.000385768,0.016381309,0.013309013,0.002556928,0.000265855,0.004900737,0.551409137,0.365807678,0.092451778,0.038180693,0.005886331,0.049362811,0.002358986,0.001840531,0.181785297,0.016920508
BALEHWAR KHADI AT N.H. NO. 8,21.223442,72.89572,0.006695555,0.002471902,0.040448729,0.033052513,0.008690758,0.000660842,0.012893525,1.169557647,2.339652363,0.203678535,0.05702075,0.037141041,0.112384971,0.006496263,0.003330146,0.505224585,0.032111524
PURNA RIVER ON BRIDGE AT SURAT-NAVSARI HIGHWAY,20.980464,73.016757,0.008627902,0.002302618,0.05130757,0.043080508,0.007009713,0.00098361,0.017270899,1.239133903,2.624897825,0.272717679,0.09263944,0.037777264,0.131819389,0.007446394,0.003613517,0.716800111,0.039469832
KAVERI RIVER ON BRIDGE AT BILLIMORA-VALSAD ROAD,20.756033,73.066786,0.007410851,0.002656936,0.037789446,0.044498048,0.008189751,0.000792136,0.019770508,0.989420904,2.463609584,0.239740387,0.082961022,0.042689833,0.155448523,0.00742817,0.00393407,0.584464456,0.036116656
MAHI AT UMETA BRIDGE,22.342298,73.052575,0.007185781,0.00244856,0.038815379,0.036317733,0.006196219,0.000856686,0.014640249,1.120413029,2.043211979,0.224769292,0.079262071,0.038353659,0.180263694,0.008036585,0.004035198,0.575251085,0.036671707
MAHI AT MUJPUR,22.254744,72.982618,0.005347392,0.001578492,0.020441572,0.024659275,0.00623626,0.000359171,0.009213875,0.77018035,0.788927426,0.130953885,0.030831364,0.019849407,0.106006776,0.002883916,0.001994326,0.221128645,0.024379418
DHADAR RIVER AT KOTHADA,22.023279,70.368724,0.016403621,0.005313615,0.098825384,0.096179219,0.017852184,0.001720531,0.034859021,2.701179394,5.067604013,0.55503327,0.188553403,0.085370555,0.362196851,0.017869106,0.008748929,1.326291088,0.086748151
SABARMATI RIVER AT HANSAOL BRIDGE,23.090926,72.629239,0.006608563,0.002647519,0.033367696,0.027800556,0.007264889,0.000850792,0.017400896,0.643001438,2.050857471,0.227145424,0.061109247,0.040287053,0.119607847,0.007473521,0.003611139,0.568199631,0.033212394
GROUND WATER AT BHAVNAGAR,21.764472,72.151931,0.00539163,0.002246852,0.031966098,0.0313819,0.00631907,0.000779077,0.013478327,0.769966144,1.966639872,0.195449473,0.070930508,0.028213914,0.062013077,0.004252685,0.002668101,0.36236229,0.023043137
GROUND WATER AT AMRELI,21.62,71.230006,0.00014874,0.000291382,0,0.002829396,0,0,0.003665349,0,1.103986112,0.010553716,0.000871857,0,0.004117093,0.001072409,2.73E-05,0.090068647,0
GROUND WATER AT JUNAGADH,21.522041,70.45785,0.006119187,0.000833431,0.027408344,0.022155899,0.005187935,0.000579024,0.011478249,0.588165312,1.588485692,0.104350001,0.050707938,0.027812845,0.13994441,0.00614843,0.002700367,0.384052706,0.029860665
GROUND WATER AT RAJKOT,22.303892,70.802158,0.006916936,0.001957725,0.025800412,0.036463128,0.006113588,0.000486341,0.011658712,1.324800914,1.969430066,0.202086843,0.077095156,0.024489579,0.160742145,0.005547687,0.003400189,0.622790522,0.026953887
GROUND WATER AT SURENDRANAGAR,22.720141,71.649491,0.002375911,0.000983767,0.01943517,0.019209681,0.00242795,0.000384371,0.007158177,0.428168354,0.7541949,0.084702396,0.018749543,0.011918646,0.051387093,0.002351852,0.001308961,0.073345196,0.010157993
GROUND WATER AT JAMNAGAR,22.470703,70.057739,0.009263598,0.002171163,0.038463671,0.043925816,0.008450819,0.000874174,0.020126264,1.261558428,2.525297359,0.245869496,0.092011576,0.0403488,0.166321143,0.007356087,0.004425917,0.505450522,0.043024313
GROUND WATER AT BHUJ,23.242,69.666933,0.007449921,0.002180236,0.038168624,0.038543023,0.006457399,0.000719819,0.018107964,1.486960028,1.850252173,0.255952362,0.091040182,0.040289064,0.131385123,0.009342164,0.003975402,0.479134373,0.031774354
GROUND WATER AT PALANPUR,24.17405,72.4331,0.009040967,0.002362914,0.042753536,0.048188516,0.00882979,0.0007088,0.015239109,1.189913254,2.093995713,0.255303253,0.062023748,0.04897597,0.155843239,0.006750142,0.004011428,0.733925877,0.046380828
GROUND WATER AT MEHASANA,23.587992,72.369308,0.008704817,0.002567807,0.043457809,0.042909965,0.006583206,0.000605327,0.018451328,1.347136313,2.394286032,0.201057709,0.080226637,0.029012422,0.168790433,0.00694323,0.003338988,0.444485393,0.033509584
GROUND WATER AT SIDDHPUR (DIST.PATAN),23.919619,72.366836,0.00521006,0.001211953,0.017912616,0.009504026,0.003319893,0.000369417,0.008108653,0.751391083,1.007150769,0.086759259,0.0281747,0.012930129,0.049487513,0.0020665,0.001689094,0.230125465,0.021993961
GROUND WATER AT HIMATNAGAR,23.612325,72.960308,0.015315213,0.005173924,0.080705125,0.079467806,0.016202103,0.001801371,0.032737832,2.541034596,5.613310969,0.537838338,0.17186483,0.088287995,0.361598791,0.016416355,0.008296011,1.198976999,0.070009818
GROUND WATER AT NADIAD,22.70001,72.870001,0.013891187,0.00426524,0.075144178,0.083068319,0.014869868,0.001431204,0.028852858,2.158727998,4.151162514,0.446915631,0.146918151,0.065158689,0.289955857,0.013660165,0.00737717,0.918792036,0.075235411
GROUND WATER AT DAHOD,22.837931,74.253147,0.003892468,0.001231973,0.022200444,0.017959469,0.004320601,0.000468552,0.005295214,0.638480049,1.249527748,0.124648791,0.03786699,0.019831938,0.113704087,0.004103361,0.001313846,0.133148303,0.02065032
VADODARA (INDUSTRIAL-NANDESARI),22.307158,73.181219,0.005462688,0.001664239,0.038909366,0.028693813,0.006329991,0.000595717,0.012984062,0.715570484,1.655628214,0.155127916,0.05876924,0.029247796,0.074844101,0.004576716,0.002916275,0.353111172,0.030514339
ANKLESHWAR (INDUSTRIAL AREA),21.626425,73.015197,0.015056895,0.004539339,0.081019017,0.074664859,0.015968945,0.001498883,0.029716997,2.159424012,5.148365824,0.446922951,0.152193413,0.079082827,0.270860378,0.014472268,0.00744446,1.052330922,0.080013146
PANDESARA (INDSTRIAL) SURAT,21.140667,72.842727,0.000782325,0.000995723,0.013711055,0.019651694,0.002253023,0.000166336,0.003979832,0.079996283,0.288260285,0.023168432,0.007891543,0.010679949,0.03198467,0.001729398,0,0.142942358,0.009464354
MORA-HAJIRA (INDUSTRIAL) HAJIRA,21.169974,72.673905,0.019269768,0.005873574,0.099849177,0.094823754,0.018893158,0.001780561,0.038602878,2.936984849,6.156443754,0.542817722,0.203068502,0.096826168,0.404960295,0.020877819,0.008909031,1.327113157,0.093277681
GABHENI VILLAGE SURAT (INDUSTRIAL),21.086356,72.827622,0.01065206,0.003336093,0.063579248,0.056374467,0.012106348,0.001194271,0.021097951,1.602805176,3.92967464,0.350345111,0.104992753,0.059795116,0.225996586,0.010881228,0.005205822,0.811214526,0.051828591
ATUL VILLAGE G.W (VALSAD),20.537319,72.941042,0.008385361,0.001389268,0.034288755,0.030678652,0.006955906,0.000717467,0.014217678,0.755397868,1.393665934,0.162531535,0.067564437,0.025766721,0.140237149,0.005763491,0.002729587,0.345314254,0.035208628
